product,Sterimol_L,Sterimol_B1,Sterimol_B5,SASA_Area,SASA_Volume,Disp_int,Disp_Volume,Disp_Area,XTB_ip,XTB_ea,XTB_HOMO,XTB_LUMO,XTB_Dipol_1,XTB_Dipole_2,XTB_Dipole_3,XTB_Electrophilicity,XTB_Nucleophilicity
[CH3:1][C@H:2]1[CH2:3][CH2:4][CH2:5][c:6]2[cH:7][n:8][cH:9][n:10]21,5.381065766479633,1.986287045471808,5.38289572702004,308.14087305457565,449.9254031293143,16.54500178914799,192.13795309635157,204.9703792946434,13.01811221266817,1.8117430122239813,-0.363135251581707,-0.1882718600238943,0.1513491947772287,-1.8469761053162213,-0.2113752550341488,0.2944481374808851,-8.17211221266817
[CH3:1][C@H:2]1[CH2:3][CH2:4][CH2:5][c:6]2[cH:7][cH:8][n:9][n:10]21,6.3848148385466175,2.011542762592652,5.528169463307332,312.7810569348795,453.81921517605946,16.59355616018704,192.06787341821573,207.97193024240391,13.23634098819482,1.9721446539709493,-0.3749781662737138,-0.1943471050290094,-0.7239722463199465,-0.9664695886804338,-0.1064115028207424,0.3377028966079127,-8.390340988194819
[CH3:1][C@H:2]1[CH2:3][CH2:4][CH2:5][c:6]2[cH:7][cH:8][n:9][n:10]21,6.384814756821519,2.0114926186247337,5.5281681277609,312.9110576590362,453.86779735242015,16.504721848792116,191.8166587518462,206.5726893280697,13.236338962764092,1.9721419886133436,-0.3749780662918149,-0.1943469751628983,-0.99392670688788,0.6874848984583772,0.0948578507647589,0.3377023031107422,-8.390338962764092
[CH3:1][C@H:2]1[CH2:3][CH2:4][CH2:5][c:6]2[cH:7][cH:8][n:9][n:10]21,6.384815045363183,2.011642588261916,5.528168516127488,312.86105983226287,453.8529547209049,16.536386003133632,191.82880592398612,207.072799152528,13.23633880668736,1.9721420197265047,-0.3749780457028968,-0.1943470317413586,0.5222642683338572,0.9447766892191842,-0.5515066719259525,0.3377022934229384,-8.39033880668736
[CH3:1][C@H:2]1[CH2:3][CH2:4][CH2:5][c:6]2[cH:7][cH:8][n:9][n:10]21,6.3848144473240565,2.0116495165780903,5.528168034539196,312.62105609744947,453.54470962650777,16.57535264171868,191.85949502783572,207.3724841584422,13.236338977090927,1.972141925420664,-0.3749780999209176,-0.1943470181104587,-0.4335849981926198,1.0830537712830557,0.329430339019624,0.337702294803857,-8.390338977090929
[CH3:1][C@H:2]1[CH2:3][CH2:4][CH2:5][c:6]2[cH:7][cH:8][n:9][n:10]21,6.3848135719565775,2.011449666782809,5.528167786251316,312.6410539207636,453.52596340635046,16.514387229573213,191.40891299338503,206.47313465456023,13.236339038034288,1.972142235208316,-0.3749780684262145,-0.1943469935526804,-0.8518312586165759,-0.7546515687119264,-0.4176239155713892,0.3377023476543135,-8.390339038034288
[O:1]=[C:2]1[CH2:3][C@@H:4]([CH3:5])[c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[N:12]1[CH3:13],8.699968278628896,2.166032973951692,4.389317685590875,356.39034635710334,539.9673796756147,17.859295680264523,231.12833028495925,239.98952005356625,12.856146109821786,3.889791612318006,-0.3775682936080061,-0.2394384194076095,-0.4887458554025961,-1.1609718846451396,0.1732946425824184,0.6936770875175536,-8.010146109821786
[O:1]=[C:2]1[CH2:3][C@@H:4]([CH3:5])[c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[N:12]1[CH3:13],8.699968231827786,2.1664563123851,4.389317777971742,355.7603356240895,538.9887389729231,17.951409857833422,233.8449441693776,243.18847807672307,12.856146028173605,3.889791749731772,-0.3775683742825869,-0.2394385103614769,-0.331102360126265,1.2276012354435797,-0.0113693582163449,0.6936771154330234,-8.010146028173603
[O:1]=[C:2]1[CH2:3][C@@H:4]([CH3:5])[c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[N:12]1[CH3:13],8.699968200876183,2.16663668046852,4.38931756545591,356.13034041371,539.5375383351796,17.917753108258466,233.2712359372951,241.7880482031517,12.856146072061012,3.889791764269841,-0.3775682557919551,-0.2394384033846438,-0.6127574219349674,-1.077777538369877,0.2822836148890097,0.6936771246534328,-8.010146072061012
[O:1]=[C:2]1[CH2:3][C@@H:4]([CH3:5])[c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[N:12]1[CH3:13],8.699968124871239,2.1655686393257736,4.3893185277125095,356.17034527217345,539.6472753498283,17.91670089302256,232.05260283095905,241.5894853893412,12.856146004625494,3.889791745576132,-0.3775684023705359,-0.239438555354503,-0.4160421506742859,-1.1862583009833054,0.1909629754344312,0.6936771114845935,-8.010146004625494
[O:1]=[C:2]1[CH2:3][C@@H:4]([CH3:5])[c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[N:12]1[CH3:13],8.699967974753202,2.1651902955108744,4.389319161621597,356.23033762387223,539.6197028416949,17.855574897400125,233.34820785404864,241.58861869469928,12.856146007270691,3.8897915540251646,-0.3775682581483954,-0.2394383953041352,-0.0202746552939339,1.2655747568882882,-0.1211047655312322,0.6936770593071099,-8.010146007270693
[O:1]=[C:2]1[CH2:3][C@@H:4]([CH3:5])[c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[N:12]1[CH3:13],8.699967912467192,2.1666810865625923,4.389317704869927,356.26033941508666,539.6432351676397,17.875569602959335,231.66235516108,240.5888172031981,12.856146157118705,3.889791473883553,-0.3775683296144542,-0.2394385145355528,-0.0672646805496284,1.2130985238308232,-0.3750032284439326,0.6936770552238034,-8.010146157118704
[O:1]=[C:2]1[CH2:3][C@@H:4]([CH3:5])[c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[N:12]1[CH3:13],8.699968145871468,2.1657755294001357,4.389317976026986,356.0703427805908,539.3745025587152,17.841316823076955,231.49738334635495,240.09049042701315,12.856146169458206,3.889791614380261,-0.3775682977401527,-0.2394384347384065,-0.0840692147398476,1.2683751859487369,-0.0302547434432223,0.6936770951981304,-8.010146169458206
[O:1]=[C:2]1[CH2:3][C@@H:4]([CH3:5])[c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[N:12]1[CH3:13],8.699968027323177,2.1661330406468102,4.389318542319288,355.810336360945,539.1793013792975,17.888447210876784,231.613443274348,240.89005439631512,12.856146012170532,3.889791675778087,-0.377568354853459,-0.2394385000759026,0.0861794633884551,1.267589081584196,-0.0505223783323556,0.6936770932571928,-8.010146012170532
[O:1]=[C:2]1[CH2:3][C@@H:4]([CH3:5])[c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[N:12]1[CH2:13][c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1,8.707570728417625,2.141610123562144,7.993422105588205,449.50147713652416,723.1836532989636,19.70801155801903,324.22460126589004,320.8623765075868,12.56196824071388,4.326319643700066,-0.3773075111733858,-0.2393100207178196,-0.2163692847190581,0.5405735934073088,1.1093217347054871,0.7860121565613605,-7.715968240713881
[CH3:1][N:2]1[c:3]2[cH:4][cH:5][c:6]([CH3:7])[cH:8][c:9]2[C@H:10]([CH3:11])[CH2:12][C:13]1=[O:14],6.736085700939594,2.2139300267898614,6.891532696134398,384.9902940699683,588.8408360012818,17.963319794120324,256.9227019680001,266.09072049634244,12.564010106235688,3.842735700205688,-0.3712644901014906,-0.2349965439111125,1.314632154928237,-0.7700893616942897,0.1100212209368685,0.6462331241112504,-7.718010106235688
[CH3:1][N:2]1[c:3]2[cH:4][cH:5][c:6]([CH2:7][CH2:8][CH2:9][CH3:10])[cH:11][c:12]2[C@H:13]([CH3:14])[CH2:15][C:16]1=[O:17],7.439626256056727,2.197371862106817,10.078381253622895,472.50019008769584,738.5219711818473,18.064460470052225,331.2078197688447,341.0956209645413,12.440847072189904,3.8887515237935433,-0.3713250630213279,-0.2354128348202901,1.524392720414525,-0.0142925603576369,0.0269149350061725,0.6439608115940496,-7.594847072189905
